Step,Agent,Horizon,Chosen_Action,Sample_Q
36,1,6,2,[-79.66798824 -31.66798824 -31.66798824 -31.18407342 -33.25131309]
36,2,1,2,[17.88686011 12.61732328 20.09834226 23.65133435 20.08185001]
36,2,2,2,[17.64347834 12.25613196 20.10068073 23.23925895 20.08235601]
36,2,3,2,[17.38164011 12.10996858 20.11186498 23.15791837 20.09150419]
36,2,4,2,[17.3215777  11.95317579 20.13293867 23.07600194 20.11031556]
36,2,5,2,[17.25240516 11.89656431 20.15391735 23.09908476 20.12878056]
36,2,6,2,[17.2841338  11.8294136  20.1747029  23.12299727 20.14677314]
36,3,1,2,[43.33229119 45.5        37.7888605  36.50416909 50.        ]
36,3,2,2,[43.09143466 45.5        37.4483184  36.12583466 50.        ]
36,3,3,2,[42.82381629 45.5        37.20970693 35.95627568 50.        ]
36,3,4,2,[42.74868476 45.5        36.952968   35.77618711 50.        ]
36,3,5,2,[42.66520529 45.5        36.89924131 35.80754459 50.        ]
36,3,6,2,[42.68356144 45.5        36.83816835 35.84091747 50.        ]
37,1,1,2,[-79.5459306  -31.5459306  -31.5459306  -31.15842695 -33.32920321]
37,1,2,2,[-79.53779619 -31.53779619 -31.53779619 -31.17804245 -33.36298156]
37,1,3,2,[-79.5292703  -31.5292703  -31.5292703  -31.17318864 -33.36163141]
37,1,4,2,[-79.5219669  -31.5219669  -31.5219669  -31.15263247 -33.35311046]
37,1,5,2,[-79.51800638 -31.51800638 -31.51800638 -31.11327538 -33.33561669]
37,1,6,2,[-79.51764052 -31.51764052 -31.51764052 -31.07505173 -33.31875843]
37,2,1,2,[18.08799091 12.73660059 20.21797696 23.85218821 20.2041475 ]
37,2,2,2,[17.84548628 12.38361858 20.21213745 23.44266589 20.19677138]
37,2,3,2,[17.58442333 12.24168623 20.21403574 23.36321348 20.19696233]
37,2,4,2,[17.52509711 12.09079143 20.22466645 23.28248358 20.20569599]
37,2,5,2,[17.45608538 12.04213242 20.23338465 23.31179221 20.21230637]
37,2,6,2,[17.48745044 11.98542967 20.24000519 23.34084193 20.21658487]
37,3,1,2,[43.36270271 45.5        37.97192542 36.55936833 50.        ]
37,3,2,2,[43.12522524 45.5        37.63799552 36.1845834  50.        ]
37,3,3,2,[42.86136138 45.5        37.40520557 36.01868122 50.        ]
37,3,4,2,[42.79040153 45.5        37.15324015 35.84233679 50.        ]
37,3,5,2,[42.71155725 45.5        37.10293418 35.8775     50.        ]
37,3,6,2,[42.73506362 45.5        37.04356961 35.91470766 50.        ]
38,1,1,2,[-79.64522111 -31.64522111 -31.64522111 -31.26127262 -33.2599915 ]
38,1,2,2,[-79.63582171 -31.63582171 -31.63582171 -31.29454287 -33.29609947]
38,1,3,2,[-79.62439363 -31.62439363 -31.62439363 -31.30386777 -33.29788579]
38,1,4,2,[-79.61231948 -31.61231948 -31.61231948 -31.29795901 -33.29325081]
38,1,5,2,[-79.60146835 -31.60146835 -31.60146835 -31.27366277 -33.28031008]
38,1,6,2,[-79.59181817 -31.59181817 -31.59181817 -31.25086314 -33.26856479]
38,2,1,2,[18.09399741 12.78933127 20.22500361 23.70015629 20.20358224]
38,2,2,2,[17.86656446 12.44103769 20.23434912 23.3062042  20.2105476 ]
38,2,3,2,[17.62031527 12.30286821 20.25118712 23.24506018 20.22474098]
38,2,4,2,[17.57521365 12.15478305 20.27618237 23.18550513 20.24679777]
38,2,5,2,[17.52007257 12.10792639 20.2989267  23.23314041 20.26627714]
38,2,6,2,[17.56454362 12.05200353 20.31882599 23.28403481 20.28254871]
38,3,1,2,[43.59526523 45.5        38.28697022 36.79429174 50.        ]
38,3,2,2,[43.38362803 45.5        37.99238308 36.44507744 50.        ]
38,3,3,2,[43.14847559 45.5        37.80378929 36.30752796 50.        ]
38,3,4,2,[43.10941733 45.5        37.60146621 36.16262086 50.        ]
38,3,5,2,[43.06601925 45.5        37.60691346 36.23264146 50.        ]
38,3,6,2,[43.12891028 45.5        37.61015804 36.30849848 50.        ]
39,1,1,2,[-79.64039359 -31.64039359 -31.64039359 -31.22121558 -33.22106172]
39,1,2,2,[-79.63538013 -31.63538013 -31.63538013 -31.24791024 -33.24829499]
39,1,3,2,[-79.62947305 -31.62947305 -31.62947305 -31.2510988  -33.24036648]
39,1,4,2,[-79.62407371 -31.62407371 -31.62407371 -31.24007069 -33.22522077]
39,1,5,2,[-79.62099331 -31.62099331 -31.62099331 -31.21241817 -33.20106359]
39,1,6,2,[-79.62004538 -31.62004538 -31.62004538 -31.18897335 -33.17754562]
39,2,1,2,[17.84785976 12.58184782 20.06781336 23.62735339 20.05362904]
39,2,2,2,[17.60252582 12.22110894 20.06914093 23.21670023 20.05338058]
39,2,3,2,[17.33844387 12.06907565 20.07912732 23.13606673 20.06161582]
39,2,4,2,[17.27592051 11.90529407 20.09890213 23.05384635 20.07944491]
39,2,5,2,[17.20358257 11.84044421 20.11800659 23.08101262 20.09638746]
39,2,6,2,[17.23159364 11.7636353  20.13650921 23.10682422 20.11248795]
39,3,1,2,[43.53323525 45.5        38.17150515 36.75103375 50.        ]
39,3,2,2,[43.31470583 45.5        37.86988491 36.40038903 50.        ]
39,3,3,2,[43.07189537 45.5        37.6741206  36.26162531 50.        ]
39,3,4,2,[43.02432819 45.5        37.4645459  36.11578583 50.        ]
39,3,5,2,[42.97147577 45.5        37.46273088 36.18523357 50.        ]
39,3,6,2,[43.02386196 45.5        37.45878973 36.26096863 50.        ]
